TIME,DATA_VALUE,ITEM_NAME,UNIT
20230524,4.183,"회사채(3년, AA-)",연%
20230525,4.28,"회사채(3년, AA-)",연%
20230526,4.328,"회사채(3년, AA-)",연%
20230530,4.359,"회사채(3년, AA-)",연%
20230531,4.262,"회사채(3년, AA-)",연%
20230601,4.285,"회사채(3년, AA-)",연%
20230602,4.244,"회사채(3년, AA-)",연%
20230605,4.307,"회사채(3년, AA-)",연%
20230607,4.273,"회사채(3년, AA-)",연%
20230608,4.344,"회사채(3년, AA-)",연%
20230609,4.309,"회사채(3년, AA-)",연%
20230612,4.302,"회사채(3년, AA-)",연%
20230613,4.297,"회사채(3년, AA-)",연%
20230614,4.356,"회사채(3년, AA-)",연%
20230615,4.437,"회사채(3년, AA-)",연%
20230616,4.395,"회사채(3년, AA-)",연%
20230619,4.39,"회사채(3년, AA-)",연%
20230620,4.38,"회사채(3년, AA-)",연%
20230621,4.378,"회사채(3년, AA-)",연%
20230622,4.4,"회사채(3년, AA-)",연%
20230623,4.419,"회사채(3년, AA-)",연%
20230626,4.375,"회사채(3년, AA-)",연%
20230627,4.348,"회사채(3년, AA-)",연%
20230628,4.365,"회사채(3년, AA-)",연%
20230629,4.391,"회사채(3년, AA-)",연%
20230630,4.473,"회사채(3년, AA-)",연%
20230703,4.421,"회사채(3년, AA-)",연%
20230704,4.429,"회사채(3년, AA-)",연%
20230705,4.425,"회사채(3년, AA-)",연%
20230706,4.475,"회사채(3년, AA-)",연%
20230707,4.534,"회사채(3년, AA-)",연%
20230710,4.594,"회사채(3년, AA-)",연%
20230711,4.502,"회사채(3년, AA-)",연%
20230712,4.512,"회사채(3년, AA-)",연%
20230713,4.408,"회사채(3년, AA-)",연%
20230714,4.42,"회사채(3년, AA-)",연%
20230717,4.414,"회사채(3년, AA-)",연%
20230718,4.398,"회사채(3년, AA-)",연%
20230719,4.341,"회사채(3년, AA-)",연%
20230720,4.379,"회사채(3년, AA-)",연%
20230721,4.399,"회사채(3년, AA-)",연%
20230724,4.41,"회사채(3년, AA-)",연%
20230725,4.435,"회사채(3년, AA-)",연%
20230726,4.413,"회사채(3년, AA-)",연%
20230727,4.374,"회사채(3년, AA-)",연%
20230728,4.423,"회사채(3년, AA-)",연%
20230731,4.467,"회사채(3년, AA-)",연%
20230801,4.435,"회사채(3년, AA-)",연%
20230802,4.466,"회사채(3년, AA-)",연%
20230803,4.496,"회사채(3년, AA-)",연%
20230804,4.519,"회사채(3년, AA-)",연%
20230807,4.468,"회사채(3년, AA-)",연%
20230808,4.424,"회사채(3년, AA-)",연%
20230809,4.448,"회사채(3년, AA-)",연%
20230810,4.464,"회사채(3년, AA-)",연%
20230811,4.475,"회사채(3년, AA-)",연%
20230814,4.52,"회사채(3년, AA-)",연%
20230816,4.488,"회사채(3년, AA-)",연%
20230817,4.561,"회사채(3년, AA-)",연%
20230818,4.501,"회사채(3년, AA-)",연%
20230821,4.563,"회사채(3년, AA-)",연%
20230822,4.569,"회사채(3년, AA-)",연%
20230823,4.536,"회사채(3년, AA-)",연%
20230824,4.524,"회사채(3년, AA-)",연%
20230825,4.554,"회사채(3년, AA-)",연%
20230828,4.524,"회사채(3년, AA-)",연%
20230829,4.503,"회사채(3년, AA-)",연%
20230830,4.496,"회사채(3년, AA-)",연%
20230831,4.473,"회사채(3년, AA-)",연%
20230901,4.447,"회사채(3년, AA-)",연%
20230904,4.498,"회사채(3년, AA-)",연%
20230905,4.527,"회사채(3년, AA-)",연%
20230906,4.521,"회사채(3년, AA-)",연%
20230907,4.599,"회사채(3년, AA-)",연%
20230908,4.552,"회사채(3년, AA-)",연%
20230911,4.622,"회사채(3년, AA-)",연%
20230912,4.621,"회사채(3년, AA-)",연%
20230913,4.617,"회사채(3년, AA-)",연%
20230914,4.596,"회사채(3년, AA-)",연%
20230915,4.608,"회사채(3년, AA-)",연%
20230918,4.648,"회사채(3년, AA-)",연%
20230919,4.641,"회사채(3년, AA-)",연%
20230920,4.645,"회사채(3년, AA-)",연%
20230921,4.689,"회사채(3년, AA-)",연%
20230922,4.65,"회사채(3년, AA-)",연%
20230925,4.64,"회사채(3년, AA-)",연%
20230926,4.654,"회사채(3년, AA-)",연%
20230927,4.658,"회사채(3년, AA-)",연%
20231004,4.871,"회사채(3년, AA-)",연%
20231005,4.855,"회사채(3년, AA-)",연%
20231006,4.796,"회사채(3년, AA-)",연%
20231010,4.777,"회사채(3년, AA-)",연%
20231011,4.735,"회사채(3년, AA-)",연%
20231012,4.719,"회사채(3년, AA-)",연%
20231013,4.748,"회사채(3년, AA-)",연%
20231016,4.769,"회사채(3년, AA-)",연%
20231017,4.787,"회사채(3년, AA-)",연%
20231018,4.83,"회사채(3년, AA-)",연%
20231019,4.872,"회사채(3년, AA-)",연%
20231020,4.838,"회사채(3년, AA-)",연%
20231023,4.861,"회사채(3년, AA-)",연%
20231024,4.81,"회사채(3년, AA-)",연%
20231025,4.844,"회사채(3년, AA-)",연%
20231026,4.906,"회사채(3년, AA-)",연%
20231027,4.884,"회사채(3년, AA-)",연%
20231030,4.905,"회사채(3년, AA-)",연%
20231031,4.908,"회사채(3년, AA-)",연%
20231101,4.9,"회사채(3년, AA-)",연%
20231102,4.811,"회사채(3년, AA-)",연%
20231103,4.789,"회사채(3년, AA-)",연%
20231106,4.721,"회사채(3년, AA-)",연%
20231107,4.731,"회사채(3년, AA-)",연%
20231108,4.715,"회사채(3년, AA-)",연%
20231109,4.695,"회사채(3년, AA-)",연%
20231110,4.711,"회사채(3년, AA-)",연%
20231113,4.727,"회사채(3년, AA-)",연%
20231114,4.704,"회사채(3년, AA-)",연%
20231115,4.591,"회사채(3년, AA-)",연%
20231116,4.541,"회사채(3년, AA-)",연%
20231117,4.504,"회사채(3년, AA-)",연%
20231120,4.469,"회사채(3년, AA-)",연%
20231121,4.436,"회사채(3년, AA-)",연%
20231122,4.45,"회사채(3년, AA-)",연%
20231123,4.418,"회사채(3년, AA-)",연%
20231124,4.443,"회사채(3년, AA-)",연%
20231127,4.448,"회사채(3년, AA-)",연%
20231128,4.397,"회사채(3년, AA-)",연%
20231129,4.297,"회사채(3년, AA-)",연%
20231130,4.319,"회사채(3년, AA-)",연%
20231201,4.309,"회사채(3년, AA-)",연%
20231204,4.252,"회사채(3년, AA-)",연%
20231205,4.197,"회사채(3년, AA-)",연%
20231206,4.17,"회사채(3년, AA-)",연%
20231207,4.211,"회사채(3년, AA-)",연%
20231208,4.167,"회사채(3년, AA-)",연%
20231211,4.196,"회사채(3년, AA-)",연%
20231212,4.171,"회사채(3년, AA-)",연%
20231213,4.186,"회사채(3년, AA-)",연%
20231214,3.98,"회사채(3년, AA-)",연%
20231215,4.01,"회사채(3년, AA-)",연%
20231218,4.005,"회사채(3년, AA-)",연%
20231219,4.022,"회사채(3년, AA-)",연%
20231220,3.975,"회사채(3년, AA-)",연%
20231221,3.975,"회사채(3년, AA-)",연%
20231222,3.972,"회사채(3년, AA-)",연%
20231226,3.962,"회사채(3년, AA-)",연%
20231227,3.958,"회사채(3년, AA-)",연%
20231228,3.898,"회사채(3년, AA-)",연%
20231229,3.898,"회사채(3년, AA-)",연%
20240102,3.98,"회사채(3년, AA-)",연%
20240103,4.017,"회사채(3년, AA-)",연%
20240104,3.977,"회사채(3년, AA-)",연%
20240105,4.032,"회사채(3년, AA-)",연%
20240108,4.045,"회사채(3년, AA-)",연%
